 Flow Duration, Bwd Packet Length Std, Flow IAT Std, Packet Length Std, SYN Flag Count, ACK Flag Count, Average Packet Size
154,0,0,0,0,1,0
619044,263,113104.0329,265.6686645,0,0,163.2857143
712837,505.5,131996.8388,386.1233842,0,0,227.5714286
180,0,0,0,0,1,0
169,0,0,0,0,1,0
410,0,0,0,0,1,0
426532,480,109321.8763,370.6268821,0,0,220
414450,489.5,106361.3464,376.4120083,0,0,222.8571429
428207,453.5,110032.7262,355.2548381,0,0,212.5714286
154,0,0,0,0,1,0
429150,458.5,110321.9375,358.1598805,0,0,214
412,0,0,0,0,1,0
432735,466,111333.6085,362.5384462,0,0,216.1428571
105,0,0,0,0,1,0
416670,455.5,107141.3518,356.4154879,0,0,213.1428571
171,0,0,0,0,1,0
424213,465,109223.7844,361.9532083,0,0,215.8571429
421946,465,108494.068,361.9532083,0,0,215.8571429
415503,459.5,106709.9958,358.4294113,0,0,214
421077,463.5,107918.5767,361.0761692,0,0,215.4285714
429765,457,110377.3239,356.972563,0,0,213.2857143
193,0,0,0,0,1,0
175,0,0,0,0,1,0
167,0,0,0,0,1,0
134,0,0,0,0,1,0
428576,462.5,110079.2251,360.1813036,0,0,214.8571429
259,0,0,0,0,1,0
139,0,0,0,0,1,0
165,0,0,0,0,1,0
216,0,0,0,0,1,0
428895,471,110169.6691,365.1662782,0,0,217.2857143
361,0,0,0,0,1,0
419652,469,107706.8897,363.9905562,0,0,216.7142857
204,0,0,0,0,1,0
418811,457,107536.7656,356.972563,0,0,213.2857143
435,0,0,0,0,1,0
419281,465.5,107631.8827,361.9371492,0,0,215.7142857
220,0,0,0,0,1,0
415779,462,106727.562,359.8890454,0,0,214.7142857
215,0,0,0,0,1,0
434867,468.5,111581.507,363.6968911,0,0,216.5714286
419226,460.5,107700.9164,358.5468439,0,0,213.8571429
420108,462.5,107595.1961,360.1813036,0,0,214.8571429
416131,210.5,106715.7864,264.3594685,0,0,157.4285714
427869,210.5,109903.9648,263.7726294,0,0,157.1428571
432946,210.5,111161.4948,263.4794313,0,0,157
416063,210.5,106930.9954,261.1392281,0,0,155.8571429
213,0,0,0,0,1,0
207,0,0,0,0,1,0
212,0,0,0,0,1,0
359,0,0,0,0,1,0
248,0,0,0,0,1,0
205,0,0,0,0,1,0
167,0,0,0,0,1,0
427305,210.5,109581.5553,255.3319618,0,0,153
191,0,0,0,0,1,0
415082,210.5,106782.7643,255.3319618,0,0,153
497,0,0,0,0,1,0
527,0,0,0,0,1,0
440400,210.5,113118.7991,255.3319618,0,0,153
433032,210.5,111154.9433,257.9374232,0,0,154.2857143
428040,210.5,109963.8229,257.3573114,0,0,154
214,0,0,0,0,1,0
418486,210.5,107710.2111,257.9374232,0,0,154.2857143
435236,210.5,105626.8284,245.4388926,0,0,135
415118,210.5,106690.6789,254.754749,0,0,152.7142857
431889,210.5,110820.5537,255.3319618,0,0,153
183,0,0,0,0,1,0
433566,210.5,111209.4552,257.0674939,0,0,153.8571429
431299,210.5,110779.1704,255.9098265,0,0,153.2857143
415965,210.5,106842.5691,256.4883386,0,0,153.5714286
419235,210.5,107679.4929,257.3573114,0,0,154
214571,0,151646.8274,0,0,1,0
228,0,0,0,0,1,0
274,0,0,0,0,1,0
238,0,0,0,0,1,0
231,0,0,0,0,1,0
240,0,0,0,0,1,0
429370,0,116978.8193,247.9446943,0,0,109.3333333
203,0,0,0,0,1,0
419008,210.5,107593.7389,254.754749,0,0,152.7142857
206,0,0,0,0,1,0
432423,210.5,111194.4168,255.6208129,0,0,153.1428571
259,0,0,0,0,1,0
431848,210.5,110957.1751,255.6208129,0,0,153.1428571
215,0,0,0,0,1,0
419096,210.5,107718.2708,254.4663885,0,0,152.5714286
154,0,0,0,0,1,0
190238,0,0,0,0,1,0
192953,0,0,0,0,1,0
5883232,0,3376228.943,0,0,0,0
115267663,212.7399486,4987753.207,160.9488732,0,0,41.16666667
115267628,212.7399486,4987829.932,160.9488732,0,0,41.16666667
113333793,254.5228215,4762591.487,199.4621645,0,0,74.42424242
115497742,318.7723182,4519363.772,247.9348757,0,0,123.7948718
282462,428.0093457,93021.27583,319.4915324,0,0,187.8571429
3183898,3.464101615,916669.1413,2.927700219,0,0,2
279662,0,0,0,0,1,9
10858969,332.5672864,3476648.814,222.7324254,0,0,120.8888889
5687765,0,3159454.02,3.286335345,0,0,3
5717951,219.9909089,2012630.133,237.4533872,0,0,132.875
115725858,212.3553548,4866710.96,160.1594971,0,0,44.16666667
115627009,668.5661876,4869569.391,452.9237278,0,0,100.9
5622094,0,3225350.09,3.286335345,0,0,3
111493996,793.1346985,4624848.614,557.3600715,0,0,247.6666667
111557645,775.2578508,4594411.058,551.0964088,0,0,241.1351351
5251199,0,3010913.148,3.286335345,0,0,3
5251413,0,3010933.554,3.286335345,0,0,3
40226029,625.1892856,4569237.454,434.5557739,0,0,140.5625
116045194,472.9317494,4886972.55,324.0313107,0,0,76.36666667
118149207,622.6419287,4866265.278,433.9644828,0,0,140.375
118514713,622.6419287,4878063.525,433.9644828,0,0,140.375
5442454,0,3121235.521,3.286335345,0,0,3
115090175,565.9382174,4881109.752,385.0354739,0,0,87.96666667
115089970,402.12308,4850339.056,285.8620223,0,0,85.12903226
115934374,388.8328322,4860998.545,276.3350858,0,0,79.70967742
115934016,521.0385234,4885840.766,355.5202004,0,0,82.36666667
6366063,0,3654878.244,3.286335345,0,0,3
6365893,0,3654371.484,3.286335345,0,0,3
116257310,389.7051022,4848957.789,276.9703315,0,0,80.12903226
116253889,389.7051022,4848728.855,276.9703315,0,0,80.12903226
119430650,592.8307797,4707761.484,417.5752375,0,0,143.6470588
114726082,690.5518359,4805298.953,479.5096098,0,0,152.4375
115797906,592.8307797,4778014.38,423.198158,0,0,147.8181818
6162322,0,3537210.134,3.286335345,0,0,3
116341267,548.2990481,4882133.39,373.4276369,0,0,85.76666667
5438044,0,3118952.883,3.286335345,0,0,3
115708244,472.1299702,4879093.721,323.037529,0,0,75.83333333
115708299,472.1299702,4879507.821,323.037529,0,0,75.83333333
115708618,472.1299702,4873587.637,323.037529,0,0,75.83333333
115627085,483.8893991,4875470.918,331.1895439,0,0,77.73333333
115627136,482.5531002,4875657.103,330.3161047,0,0,77.56666667
6209767,0,2248838.842,2.927700219,0,0,2
115574634,261.5302916,4877144.947,190.0056309,0,0,50.46666667
71249536,156.746138,3575649.998,281.7758931,0,0,290.2916667
71249819,156.745848,3575637.171,284.2130216,0,0,292.1041667
71248353,156.747008,3575599.568,278.3131785,0,0,287.9375
71249929,158.090835,3553954.147,278.2610865,0,0,273.4042553
71249658,156.8180008,3575656.29,279.4316876,0,0,288.7708333
72325243,155.3922048,3510982.96,278.6221153,0,0,296.54
238013,1130.00354,43265.4058,791.9639129,0,0,386.7142857
433113,1130.00354,99016.84589,791.9639129,0,0,386.7142857
299985,0,0,0,0,1,9
391418,0,0,0,0,1,9
366687,1131.503535,79361.26162,793.0533107,0,0,387.5714286
341963,1131.003537,70777.3944,792.6900741,0,0,387.2857143
196213,0,0,0,0,1,9
219923,0,0,0,0,1,9
617213,1131.503535,175214.9985,793.0533107,0,0,387.5714286
386442,0,0,0,0,1,9
116679199,320.6952603,4644534.771,243.3274102,0,0,108.3428571
117502718,379.9252927,4337196.948,289.6296695,0,0,170.5909091
117911812,389.3073336,4306576.507,302.1798805,0,0,194.0444444
116009992,279.9269973,4761895.815,212.8893403,0,0,79.8125
5911155,0,3392341.506,0,0,0,0
115951265,320.8778584,4725628.448,244.815076,0,0,105.8571429
112624102,369.7135923,4342148.883,288.076507,0,0,183.7111111
15618590,99.17564985,2842277.338,241.1079634,0,0,126
15489376,83.39884092,3180224.593,211.4570333,0,0,84.41666667
15439914,82.99076254,3186499.925,204.4642781,0,0,82.16666667
15420811,83.39884092,3188658.83,205.8512346,0,0,82.66666667
15893633,104.8437613,2662441.522,223.5836832,0,0,144.4117647
15886990,104.8437613,2665443.596,231.8759529,0,0,148.3529412
16100691,106.9824752,2523063.784,244.2693724,0,0,176.3157895
16062451,107.1137765,2519163.658,241.9581249,0,0,175.2105263
16044030,106.9813068,2524251.613,240.4124526,0,0,174.3157895
15963814,105.3584867,2632003.643,230.1659816,0,0,147.7647059
16834430,637.2573519,1266323.455,746.3519948,0,0,646.4805195
5306982,0,1659067.18,3.207134903,0,0,3
211074,0,0,0,0,1,9
202822,0,0,0,0,1,9
236241,0,0,0,0,1,9
236450,0,0,0,0,1,9
210897,0,0,0,0,1,9
202414,0,0,0,0,1,9
202525,0,0,0,0,1,9
200871,0,0,0,0,1,9
217540,0,0,0,0,1,9
226508,0,0,0,0,1,9
200201,0,0,0,0,1,9
17094203,121.4218042,2235715.971,245.6562436,0,0,244.4166667
15813991,124.5047331,2667757.651,223.6586744,0,0,149.8823529
15860559,128.7487402,2834597.428,232.2426892,0,0,169.0666667
15830787,124.4739598,3032410.821,214.8237842,0,0,131.1538462
15898705,128.7487402,2838531.68,232.2426892,0,0,169.0666667
16069214,124.5047331,2599721.049,219.5706203,0,0,141.8888889
15662277,124.4739598,3049688.509,214.8237842,0,0,131.1538462
228646,0,0,0,0,1,9
198992,0,0,0,0,1,9
209798,0,0,0,0,1,9
210815,0,0,0,0,1,9
210590,0,0,0,0,1,9
209043,0,0,0,0,1,9
271174,0,0,0,0,1,9
5712004,0,3126078.942,3.286335345,0,0,3
12290018,830.6669609,2986639.633,753.3123352,0,0,466
210720,0,0,0,0,1,9
451687,170,112193.8913,254.5295029,0,0,146.4285714
177,0,0,0,0,1,0
2035188,170,615103.62,253.9046151,0,0,146.1428571
134,0,0,0,0,1,0
496709,203.0197035,128165.338,256.3607949,0,0,156
5642042,0,3046211.72,3.286335345,0,0,3
173,0,0,0,0,1,9
12624731,140.1371597,741895.371,249.8269901,0,0,262.9125
12658309,140.2992544,742029.1467,250.6349055,0,0,263.5375
12622858,140.0813521,710733.5359,248.5518043,0,0,263.1084337
12614674,139.6050229,726036.4414,249.8447906,0,0,263.686747
12630465,141.1734519,717712.6441,249.9041316,0,0,263.5875
12622701,140.4605658,701036.4401,250.2724918,0,0,264.5783133
229181,0,0,0,0,1,0
237166,0,0,0,0,1,0
244951,0,0,0,0,1,0
237130,0,0,0,0,1,0
237219,0,0,0,0,1,0
235159,0,0,0,0,1,0
5750996,0,3247270.655,0,0,0,0
8315531,713.1275794,2013185.985,759.8679452,0,0,531.8823529
8219256,771.2384907,2315292.076,840.0130428,0,0,626.4615385
5283737,4.242640687,2977574.142,2.683281573,0,0,1.5
60751575,217.6666667,4815910.026,186.2482937,0,0,65.16666667
5638053,0,2353261.05,0,0,0,0
5675759,0,2377103.968,0,0,0,0
7123491,1029.194679,836598.8725,1062.134973,0,0,874.0588235
7110673,907.991018,636911.9685,1064.360404,0,0,949.9425287
231173,0,0,0,0,1,0
236098,0,0,0,0,1,0
425934,454.5,109304.2941,345.4504306,0,0,202.8571429
90,0,0,0,0,1,0
474872,508,116104.8683,387.2049799,0,0,227.8571429
442102,799.674934,92467.80082,651.1474953,0,0,445.2727273
316,0,0,0,0,1,0
430819,466,109631.3285,362.5384462,0,0,216.1428571
1495312,509.5,417875.4152,388.5292552,0,0,228.7142857
619,0,0,0,0,1,0
232,0,0,0,0,1,0
438782,0,119621.1697,219.2193943,0,0,96.66666667
415930,562.9165125,100982.3764,356.9262685,0,0,194.5
431544,348,110868.255,297.1617825,0,0,182.4285714
416673,458.5,100994.282,340.7924996,0,0,187.25
257,0,0,0,0,1,0
429499,453.5,110452.4888,355.2548381,0,0,212.5714286
191,0,0,0,0,1,0
169,0,0,0,0,1,0
465865,456.5,119889.5236,356.9964986,0,0,213.4285714
438727,465,106765.7277,344.3800388,0,0,188.875
186,0,0,0,0,1,0
427457,465,109943.3792,361.9532083,0,0,215.8571429
437939,458,112446.2308,357.5549658,0,0,213.5714286
219,0,0,0,0,1,0
430350,465.5,110593.2054,362.2457729,0,0,216
317,0,0,0,0,1,0
457200,458.5,118098.5083,357.8463357,0,0,213.7142857
243,0,0,0,0,1,0
436297,263,112077.2237,265.4138278,0,0,163.1428571
428587,462.5,110040.035,360.1813036,0,0,214.8571429
419454,470,107505.5577,364.5782054,0,0,217
432236,468,110962.1397,363.4033326,0,0,216.4285714
420071,468.5,107882.8827,363.6968911,0,0,216.5714286
431907,0,117679.0225,218.8414299,0,0,96.5
216535,0,0,0,0,1,0
209948,0,148375.0443,0,0,1,0
235,0,0,0,0,1,0
273,0,0,0,0,1,0
264,0,0,0,0,1,0
261,0,0,0,0,1,0
319,0,0,0,0,1,0
1225,0,0,0,0,1,0
419781,458,107585.0818,357.5549658,0,0,213.5714286
202,0,0,0,0,1,0
418885,474,107663.1004,366.4809486,0,0,217.7142857
293,0,0,0,0,1,0
419162,463,107547.314,360.4736715,0,0,215
196,0,0,0,0,1,0
427803,210.5,109911.2729,263.7726294,0,0,157.1428571
429833,535.2036995,104221.6019,343.2502731,0,0,188.25
273,0,0,0,0,1,0
416730,210.5,107080.7087,257.9374232,0,0,154.2857143
419712,210.5,107751.8049,263.1863815,0,0,156.8571429
420100,0,114487.2355,258.5276995,0,0,114
428460,210.5,110078.9783,264.3594685,0,0,157.4285714
418586,210.5,106976.7672,255.3319618,0,0,153
414351,210.5,106347.3114,255.6208129,0,0,153.1428571
426757,210.5,109430.6246,255.3319618,0,0,153
326,0,0,0,0,1,0
233,0,0,0,0,1,0
493,0,0,0,0,1,0
220,0,0,0,0,1,0
238,0,0,0,0,1,0
284,0,0,0,0,1,0
432411,210.5,111229.1394,257.9374232,0,0,154.2857143
284,0,0,0,0,1,0
415847,210.5,106958.8028,257.9374232,0,0,154.2857143
222,0,0,0,0,1,0
425937,210.5,109430.4517,257.9374232,0,0,154.2857143
234,0,0,0,0,1,0
414010,210.5,106387.5668,255.0432736,0,0,152.8571429
311,0,0,0,0,1,0
458621,210.5,117831.5247,255.9098265,0,0,153.2857143
228,0,0,0,0,1,0
430692,210.5,110726.5542,255.0432736,0,0,152.8571429
431395,210.5,110525.4727,257.0674939,0,0,153.8571429
415793,210.5,100857.3915,244.3420303,0,0,134.5
429478,210.5,110389.6647,257.0674939,0,0,153.8571429
417217,210.5,107168.2012,256.1990019,0,0,153.4285714
439318,210.5,112850.5843,255.9098265,0,0,153.2857143
417610,210.5,107180.5882,255.0432736,0,0,152.8571429
419034,210.5,107731.6322,256.4883386,0,0,153.5714286
207002,0,0,0,0,1,0
313,0,0,0,0,1,0
227,0,0,0,0,1,0
165,0,0,0,0,1,0
273,0,0,0,0,1,0
246,0,0,0,0,1,0
166,0,0,0,0,1,0
419159,210.5,107714.0015,255.9098265,0,0,153.2857143
191,0,0,0,0,1,0
132,0,0,0,0,1,9
24510,0,0,0,0,1,9
47578,428.0093457,11823.12198,319.4915324,0,0,187.8571429
151,0,0,0,0,1,9
55,0,0,0,0,1,9
202,0,0,0,0,1,9
51,0,0,0,0,1,9
319,0,0,0,0,1,9
229,0,0,0,0,1,9
123,0,0,0,0,1,9
273938,1131.503535,50358.83165,793.0533107,0,0,387.5714286
272795,1131.503535,50209.25041,793.0533107,0,0,387.5714286
252901,0,0,0,0,1,9
252560,0,0,0,0,1,9
5446363,0,3072428.915,3.286335345,0,0,3
46094107,589.3330745,4087463.386,444.8217212,0,0,237.3181818
15237,0,0,0,0,1,9
115328229,199.3768865,4875309.634,152.8341923,0,0,39.36666667
5297591,0,3023386.205,0,0,0,0
5133988,0,2942180.965,0,0,0,0
116137981,280.0851571,4774019.826,211.0803718,0,0,74.72727273
181,0,0,0,0,1,9
47694,427.5093566,11921.24408,318.937074,0,0,187.4285714
115059594,102.5174335,4875152.225,84.52462897,0,0,25.53333333
187739,0,0,0,0,1,0
46034691,510.8219955,4493146.159,377.3327271,0,0,155.7647059
15192430,866.7051402,3507945.47,585.864567,0,0,241
101,0,0,0,0,1,9
4394423,711.3949677,1399467.249,514.39614,0,0,259.4444444
4388282,711.3949677,1399298.847,514.39614,0,0,259.4444444
4762892,711.4440948,1398017.74,514.3952652,0,0,259.3333333
5330526,0,3060372.953,3.286335345,0,0,3
5350870,0,3072215.404,3.286335345,0,0,3
1,0,0,0,0,1,9
60,0,0,0,0,1,9
56,0,0,0,0,1,9
5238082,0,3651605.484,3,0,1,6
5076817,0,3517714.108,3,0,1,6
5129518,0,3592666.72,3,0,1,6
5192481,0,3634262.276,3,0,1,6
44459,0,0,0,0,1,9
24056,0,0,0,0,1,9
27102,0,0,0,0,1,9
23671,0,0,0,0,1,9
24591,0,0,0,0,1,9
24515,0,0,0,0,1,9
25266,0,17864.34572,0,0,1,8
24076,0,0,0,0,1,9
5335862,0,3036989.591,0,0,0,0
115724070,542.6360264,4892267.899,382.4381436,0,0,129.875
115228627,1101.667522,4162375.528,1064.78165,0,0,561.2407407
115293794,1184.820155,4025361.67,988.3478504,0,0,550.6440678
115536396,510.3978473,4843836.506,467.26728,0,0,170.0882353
65191587,177.087549,4740680.3,173.3304029,0,0,57.6
5395633,267,1866085.917,223.3595756,0,0,126.375
6022502,0,3400242.329,0,0,0,0
86961,0,0,0,0,1,0
5088080,201,1883954.648,181.9711516,0,0,103.125
5777169,0,3297579.247,0,0,0,0
9488455,201,2260876.605,437.6013533,0,0,212.875
43702,0,0,0,0,1,0
56462,0,0,0,0,1,0
115391166,271.1147926,4944277.976,296.7586368,0,0,85.20689655
5753416,0,3308230.082,0,0,0,0
118648029,836.238054,4409261.839,642.3797792,0,0,312.6956522
5780586,0,3324046.395,0,0,0,0
5757647,0,3310769.772,0,0,0,0
5757628,0,3310720.669,0,0,0,0
115141816,175.8578972,4985835.051,128.5206816,0,0,32.06666667
115141822,182.272167,4985776.917,132.2993998,0,0,32.8
115141850,182.272167,4985790.985,132.2993998,0,0,32.8
115255052,83.92002996,4987786.594,196.4041696,0,0,45.73333333
115401916,316.4379575,4914475.214,292.0087204,0,0,79.375
117295232,132.3015315,4842134.586,139.2093059,0,0,51.24242424
117192711,132.3015315,4840887.861,139.9412182,0,0,51.48484848
117295224,151.5704457,4740066.612,160.3571511,0,0,70.94444444
115248647,925.2354611,4247520.259,762.1594972,0,0,421.2352941
5547868,0,3189634.816,0,0,0,0
116294896,938.7976108,1916133.964,1082.779079,0,0,903.9933993
110478183,653.5990282,2134592.158,796.8224605,0,0,754.1351351
5755695,0,3309916.995,0,0,0,0
118198367,663.5697143,4561421.884,535.5871158,0,0,242.7317073
5714977,0,3219009.674,3.286335345,0,0,3
89995637,607.958723,4347243.251,545.3263505,0,0,271.5294118
5552167,0,3180778.456,3.286335345,0,0,3
44178456,141.5357327,3894196.033,191.4964491,0,0,156.0833333
116190112,112.008163,4778076.369,139.1106075,0,0,66.54285714
5162437,0,2946213.463,3.286335345,0,0,3
5122060,315.512678,1881884.708,237.4368337,0,0,135
9,0,0,0,0,1,9
39206,0,0,0,0,1,9
118497466,356.264932,4435840.715,276.2836652,0,0,161.0454545
118497408,312.4650156,4546820.891,248.8261139,0,0,125.8292683
5714965,0,3246846.586,0,0,0,0
118112657,262.4918684,4805723.652,200.5592537,0,0,71.57575758
115231385,136.8377559,4964284.845,128.8653544,0,0,34.4
115231363,136.8377559,4964360.949,129.8765667,0,0,34.66666667
115255070,31.00230406,4967193.703,63.0131408,0,0,15.03333333
5107850,0,2916977.649,0,0,0,0
5880182,0,3362370.215,0,0,0,0
115300497,132.0270535,4964673.761,165.8795845,0,0,43.03333333
5838922,0,3310262.98,0,0,0,0
115224653,137.1050171,4966754.609,123.7041997,0,0,33
115224626,137.1050171,4966652.173,121.9217888,0,0,32.5
5134880,0,2932789.362,0,0,0,0
116533073,307.6235795,4830031.794,227.7622443,0,0,79.57575758
5665166,0,3239537.75,3.286335345,0,0,3
30075145,140.2255326,4809948.946,230.6449456,0,0,102.5454545
132331,429.5,32819.0778,320.4679614,0,0,185.1428571
1337,0,0,0,0,1,0
789,0,0,0,0,1,0
48308,430,11891.6968,320.9012977,0,0,185.4285714
1038561,429.5,400801.886,320.4679614,0,0,185.1428571
3972,0,0,0,0,1,0
112543,288.4995667,23292.14313,294.0819047,0,0,219.4
5166517,0,2939242.364,3.286335345,0,0,3
46441,0,0,0,0,1,9
5056282,303.5131793,1889395.497,228.5530573,0,0,130.125
5222086,0,2994234.535,3.286335345,0,0,3
24137,0,0,0,0,1,9
5049455,306.0130716,1887145.948,255.7068634,0,0,148.5
5578294,0,3200169.679,3.286335345,0,0,3
40421,0,0,0,0,1,9
116025161,88.46347107,4967302.552,92.25876419,0,0,24.5
11054436,577.5822019,3368875.598,549.281779,0,0,275.6
104476,1210.470781,12774.41359,1162.36302,0,0,891.35
5066277,149.9066376,2896021.594,94.17430647,0,0,54.5
5066758,149.9066376,2896338.043,94.17430647,0,0,54.5
5066731,149.9066376,2896357.061,94.17430647,0,0,54.5
6185576,594.6758221,1655395.213,486.3743601,0,0,368.8
6934203,594.6758221,1696001.966,445.879152,0,0,339.1
32704,0,0,0,0,1,9
33270,0,0,0,0,1,9
33293,0,0,0,0,1,9
33466,0,0,0,0,1,9
32736,0,0,0,0,1,9
32637,0,0,0,0,1,9
182163,150,46675.61388,259.1463665,0,0,144.7142857
291,0,0,0,0,1,0
5944691,0,3353786.68,0,0,0,0
116021579,244.4403865,4961654.708,215.7132409,0,0,64.20689655
1069266,682.607989,299587.7252,921.5867518,0,0,528.8333333
2312692,0,625660.2753,0,0,0,0
48043,0,0,0,0,1,0
16614,0,0,0,0,1,0
1069332,682.607989,287223.352,678.196866,0,0,488.1538462
2135243,0,572303.8369,0,0,0,0
27935,0,0,0,0,1,0
123,0,0,0,0,1,0
112910805,164.3252292,4929054.179,256.1283784,0,0,90.34375
5132206,0,2930680.407,0,0,0,0
5163216,0,2949565.725,0,0,0,0
5984182,0,3441306.888,0,0,0,0
119383501,99.17286381,4495244.372,745.6623544,0,0,224.5581395
117756490,494.8949263,4270614.577,842.4248451,0,0,372.32
5887698,0,3385873.622,0,0,0,0
5887761,0,3385850.263,0,0,0,0
115284822,212.4726873,4980878.887,160.9581192,0,0,41.2
115284838,212.4726873,4979924.09,160.9581192,0,0,41.2
5114806,0,2886289.363,0,0,0,0
115505144,1230.56373,4254453.817,980.1802139,0,0,488.28
5403337,0,3075491.959,0,0,0,0
60184083,152.263229,4754237.008,1003.690464,0,0,255.1
115927591,127.7508736,4968070.479,194.0502374,0,0,48.76666667
117928968,119.1985139,4921426.434,188.6582163,0,0,47.06666667
5609176,0,3194617.194,0,0,0,0
115214293,101.965987,4506679.471,184.5293116,0,0,100.1081081
3,0,0,0,0,1,0
5516740,0,3141269.36,0,0,0,0
60472821,83.66666667,4923652.294,77.42829167,0,0,27.27777778
5653500,0,3231904.769,0,0,0,0
5653491,0,3230436.081,0,0,0,0
5865578,0,3352825.335,0,0,0,0
22405483,837.725492,4068735.739,571.743891,0,0,207
28696866,863.6715646,3782510.467,601.4896508,0,0,293.6
34187737,508.3271584,4162554.161,362.4386358,0,0,137.625
26637748,613.5195143,3502264.304,474.1825026,0,0,281.7647059
26598190,782.7254125,3727083.706,572.2157077,0,0,299.375
41927019,908.6924279,4205932.149,632.7025961,0,0,281.7647059
5616912,0,3209190.535,0,0,0,0
22098795,862.2077145,3603174.855,600.058386,0,0,291.4666667
5409697,0,3086785.921,0,0,0,0
117786492,711.4427459,4219452.779,653.171893,0,0,357.1923077
117585688,129.1115797,4818347.551,197.5993895,0,0,68.78787879
6049719,0,3457559.447,0,0,0,0
115453110,66.28078799,4962763.085,94.7565982,0,0,24.06666667
5972553,0,3404320.328,0,0,0,0
5972614,0,3404360.473,0,0,0,0
63854900,132.3940247,4657802.694,236.6544461,0,0,103.4761905
64854739,132.3940247,4660215.353,235.9735109,0,0,103.2380952
5793079,228,2144442.146,167.6925096,0,0,91.625
50675,0,0,0,0,1,0
5132460,0,2915983.829,0,0,0,0
10125258,168.5,3777286.213,156.097014,0,0,88.375
55027,0,0,0,0,1,0
5105399,719.764128,1504400.06,663.4416095,0,0,536.75
5124416,271.9485245,2031086.599,347.9527626,0,0,204.1428571
52654,0,0,0,0,1,9
51578,0,0,0,0,1,9
3381,0,0,0,0,1,0
175217,177,44735.49813,490.1771546,0,0,249.4285714
3564968,328,1369958.665,511.3164382,0,0,291.7142857
41244,0,0,0,0,1,0
153,0,0,0,0,1,0
66984,659.3323896,14946.81098,497.0187119,0,0,299.3333333
632150,1133.5,225907.8658,794.1552565,0,0,385.1428571
355,0,0,0,0,1,0
2798,0,0,0,0,1,0
66670,659.4708485,14936.0262,497.1769638,0,0,299.5555556
1883,0,0,0,0,1,0
72384,1133.5,16124.94678,794.1552565,0,0,385.1428571
1851781,1133.5,723603.0941,794.1552565,0,0,385.1428571
1852189,1133.5,723592.6792,794.1552565,0,0,385.1428571
17966,0,0,0,0,1,0
17554,0,0,0,0,1,0
70663,659.3323896,15554.14002,517.5190818,0,0,336.75
64909,0,12126.17419,0,0,1,0
8551,0,0,0,0,1,0
68708,1133.5,16320.7434,794.1552565,0,0,385.1428571
5729412,0,3279409.88,0,0,0,0
5345646,0,3012758.041,0,0,0,0
75169361,75.98085883,4807556.008,296.0982571,0,0,75.5
5310709,0,3021906.725,0,0,0,0
75102060,394.3768387,4834313.838,345.9660931,0,0,108.6363636
64775687,283.0464144,4412608.315,353.317855,0,0,194.2083333
63655952,492.2474649,4625151.082,441.5062569,0,0,212.4761905
60436543,247.6666667,4877429.159,204.8206033,0,0,71.16666667
60437319,300.5582987,4579984.101,252.0463051,0,0,116.4545455
60374885,247.6666667,4882612.179,204.8206033,0,0,71.16666667
60307819,247.6666667,4876086.094,204.8206033,0,0,71.16666667
60308850,247.6666667,4880207.935,204.8206033,0,0,71.16666667
60307796,247.6666667,4880754.855,204.8206033,0,0,71.16666667
115659653,149.6662955,4979041.766,196.6952777,0,0,50.66666667
5441366,0,1909342.837,0,0,0,0
115852713,261.6487558,4979772.333,190.7749955,0,0,47.5
115852715,261.6487558,4979785.108,190.7749955,0,0,47.5
5988478,0,2146370.764,0,0,0,0
116373374,584.2132235,4462072.244,435.5352831,0,0,199.9318182
116029581,91.67060598,4957423.839,85.40840532,0,0,22.8
5943832,0,3387791.853,0,0,0,0
60291888,300.6666667,4911648.217,400.1839635,0,0,135.8888889
6,0,0,0,0,1,0
60342925,255.3333333,4878822.253,481.7024633,0,0,153.5555556
60411042,255.3333333,4888370.906,481.7024633,0,0,153.5555556
5261033,0,2961853.57,0,0,0,0
60933496,112.5770847,4779968.525,431.5481764,0,0,160.8
2131434,130.515644,748237.3556,138.8929444,0,0,79.5
5058593,0,2875929.909,3.286335345,0,0,3
63476313,395.8724159,4255496.273,352.0807293,0,0,226.1851852
63475490,382.0906841,4445267.335,345.8878672,0,0,198.125
61030191,115.9501809,4727091.28,335.1033956,0,0,134.0952381
61021077,91.66666667,4960730.451,264.0469013,0,0,78.22222222
61021215,91.66666667,4959620.093,264.0469013,0,0,78.22222222
61029862,91.66666667,4961369.906,264.0469013,0,0,78.22222222
61030276,91.66666667,4960909.162,264.0469013,0,0,78.22222222
61021406,91.66666667,4961967.379,264.0469013,0,0,78.22222222
5449416,0,3099009.895,0,0,0,0
60883305,210,4953533.451,195.051815,0,0,68.72222222
5104289,224.0119044,2033275.925,183.1248111,0,0,113
50851,0,0,0,0,1,0
5623960,0,3202917.049,0,0,0,0
5623956,0,3202924.619,0,0,0,0
60788644,145.8861516,4513359.03,1021.268642,0,0,341.5
60788658,175.3333333,4946433.299,225.2896641,0,0,76.94444444
60642340,55,4903236.627,75.88576364,0,0,25.61111111
5163080,0,2936955.245,0,0,0,0
64194000,654.0089831,3893885.379,689.9806683,0,0,419
5315467,0,3024844.714,3.286335345,0,0,3
2545670,272.7658336,732085.6389,232.0354433,0,0,170.8181818
3246964,272.7658336,687205.4465,247.4279116,0,0,208.9285714
